City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,bocana de paiwas,12.7857,-85.1227,26.96,88,89,6.75,NI,1721676348
292,arroyito,-31.4202,-63.05,19.71,48,0,4.24,AR,1721676349
293,nagqu,31.5,92.0,8.16,92,100,1.2,CN,1721676351
294,pallasovka,50.05,46.8833,25.31,36,99,3.81,RU,1721676352
295,kinablangan,7.6947,126.5503,25.05,81,100,1.99,PH,1721676353
296,le coteau,46.0271,4.0869,21.01,89,0,2.81,FR,1721676354
297,koulamoutou,-1.1303,12.4736,26.29,48,15,0.88,GA,1721676355
298,kargat,55.1956,80.2811,14.73,96,56,2.73,RU,1721676356
299,la'ie,21.6477,-157.9253,27.98,76,6,4.02,US,1721676358
300,syumsi,57.1111,51.6149,10.57,84,44,2.27,RU,1721676359
301,punta arenas,-53.15,-70.9167,7.01,65,40,11.83,CL,1721676360
302,le port,-20.9373,55.2919,22.0,92,93,2.29,RE,1721676363
303,rabigh,22.7986,39.0349,32.61,48,100,1.25,SA,1721676364
304,enriquillo,17.9,-71.2333,32.82,58,0,5.66,DO,1721676366
305,singkil,-7.9855,111.4161,21.1,92,0,2.36,ID,1721676368
306,lokomotivnyy,53.0118,60.5684,14.08,97,26,4.32,RU,1721676369
307,nemuro,43.3236,145.575,17.35,91,100,5.69,JP,1721676370
308,zalingei,12.9096,23.4741,24.27,80,15,0.13,SD,1721676371
309,sandnessjoen,66.0217,12.6316,23.29,99,100,3.25,NO,1721676372
310,cole harbour,44.6724,-63.4751,26.57,48,40,6.17,CA,1721676373
311,susuman,62.7833,148.1667,15.36,85,100,1.24,RU,1721676375
312,fort st. john,56.2499,-120.8529,21.94,73,100,2.06,CA,1721676376
313,manado,1.487,124.8455,26.43,89,20,2.06,ID,1721676377
314,cidade velha,14.9167,-23.6167,27.26,65,75,4.12,CV,1721676378
315,parabel',58.6978,81.4825,14.3,64,99,3.26,RU,1721676379
316,gutierrez zamora,20.45,-97.0833,30.9,79,94,3.54,MX,1721676382
317,manicore,-5.8092,-61.3003,37.66,22,39,2.13,BR,1721676384
318,vadso,70.0744,29.7487,26.49,60,0,3.6,NO,1721676385
319,sharkawshchyna,55.3713,27.4706,20.76,60,86,0.92,BY,1721676386
320,portland,45.5234,-122.6762,23.16,54,75,4.12,US,1721676016
321,ghanzi,-21.5667,21.7833,18.56,14,1,3.71,BW,1721676388
322,buka,40.8108,69.1986,27.88,23,69,3.27,UZ,1721676390
323,inhambane,-23.865,35.3833,20.98,78,0,4.16,MZ,1721676391
324,mejit,10.2753,170.8646,28.18,78,28,7.88,MH,1721676392
325,san patricio,28.017,-97.5169,33.25,47,100,4.7,US,1721676393
326,klintsy,52.7602,32.2393,17.92,82,88,1.59,RU,1721676394
327,yeppoon,-23.1333,150.7333,11.81,83,37,3.87,AU,1721676395
328,tromso,69.6496,18.957,21.01,49,0,4.12,NO,1721676397
329,murovani kurylivtsi,48.7235,27.5189,21.74,60,86,1.16,UA,1721676399
330,robertsport,6.7533,-11.3686,25.74,80,94,7.33,LR,1721676400
331,zhaqsy,51.9083,67.3133,20.83,68,100,3.2,KZ,1721676401
332,la rinconada,37.4873,-5.9826,37.85,28,0,2.57,ES,1721676402
333,lorengau,-2.0226,147.2712,27.6,80,100,4.01,PG,1721676404
334,peace river,56.2501,-117.286,28.17,61,0,5.66,CA,1721676405
335,laguna,38.421,-121.4238,37.88,37,0,2.06,US,1721676406
336,yuzhno-kurilsk,44.0306,145.8556,16.63,99,100,0.84,RU,1721676407
337,port-vila,-17.7338,168.3219,21.78,100,100,4.63,VU,1721676408
338,kourou,5.1552,-52.6478,32.03,69,21,5.19,GF,1721676409
339,myitkyina,25.3833,97.4,23.81,99,100,0.38,MM,1721676411
340,natal,-5.795,-35.2094,27.36,69,75,9.26,BR,1721676242
341,mournies,35.4764,24.0092,29.22,51,0,7.72,GR,1721676413
342,qamdo,31.1667,97.2333,10.74,85,100,0.25,CN,1721676414
343,bayji,34.9311,43.487,38.71,12,0,2.81,IQ,1721676415
344,boguchany,58.3814,97.4531,21.05,74,100,0.92,RU,1721676416
345,mafraq,32.3333,37.9167,31.21,28,0,6.66,JO,1721676417
346,luderitz,-26.6481,15.1594,12.98,79,78,1.63,NA,1721676419
347,weno,7.4515,151.8468,28.65,77,100,3.95,FM,1721676420
348,great falls,47.5002,-111.3008,31.76,31,0,3.09,US,1721676421
349,wenchang,30.904,118.4887,29.05,75,96,1.88,CN,1721676422
350,uruzgan,32.8333,66.0,26.62,14,0,0.61,AF,1721676423
351,lata,40.1629,-8.3327,27.44,33,0,1.51,PT,1721676426
352,geraldton,-28.7667,114.6,17.23,94,75,4.12,AU,1721676427
353,mushie,-3.0167,16.9,26.48,45,10,1.33,CD,1721676428
354,ulsteinvik,62.3432,5.8487,16.28,80,98,1.34,NO,1721676429
355,pahrump,36.2083,-115.9839,41.02,19,0,1.79,US,1721676430
356,cartagena,10.3997,-75.5144,33.79,59,20,5.66,CO,1721676194
357,vilyuchinsk,52.9306,158.4028,14.15,97,100,1.07,RU,1721676432
358,edson,53.5835,-116.4356,26.08,57,0,2.57,CA,1721676370
359,fortuna,40.5982,-124.1573,16.66,92,100,5.14,US,1721676435
360,kerikeri,-35.2268,173.9474,9.95,91,12,2.31,NZ,1721676436
361,broome,42.2506,-75.833,24.77,43,100,3.77,US,1721676437
362,keflavik,64.0049,-22.5624,10.95,81,100,7.2,IS,1721676438
363,bilao,11.488,122.5599,24.51,94,100,1.12,PH,1721676439
364,vila do maio,15.1333,-23.2167,27.44,73,80,2.21,CV,1721676441
365,ciudad cuauhtemoc,22.1833,-97.8333,28.06,78,75,3.09,MX,1721676442
366,la gi,10.6667,107.7833,25.65,91,100,4.86,VN,1721676443
367,north bend,43.4065,-124.2243,23.47,72,0,10.8,US,1721676444
368,tateyama,34.9833,139.8667,25.61,90,0,1.09,JP,1721676445
369,nouadhibou,20.931,-17.0347,19.89,94,30,10.21,MR,1721676446
370,enumclaw,47.2043,-121.9915,17.67,79,99,1.56,US,1721676447
371,cocal,-28.6167,-49.35,23.51,56,0,1.99,BR,1721676449
372,prado,-17.3411,-39.2208,24.2,57,0,2.97,BR,1721676450
373,puerto aysen,-45.4,-72.7,8.84,99,100,2.2,CL,1721676451
374,egilsstadir,65.2653,-14.3948,13.95,51,75,4.63,IS,1721676452
375,jiwani,25.05,61.7417,28.37,86,99,4.68,PK,1721676453
376,chimoio,-19.1164,33.4833,17.92,72,0,0.65,MZ,1721676455
377,hammerfest,70.6634,23.6821,22.25,53,0,3.6,NO,1721676456
378,alamosa,37.4695,-105.87,20.99,37,0,2.57,US,1721676457
379,alaghsas,17.0187,8.0168,34.06,34,24,5.1,NE,1721676458
380,chipata,-13.6333,32.65,17.77,35,5,2.26,ZM,1721676459
381,zhaobaoshan,29.9695,121.6875,29.01,83,80,4.85,CN,1721676460
382,siwa oasis,29.2041,25.5195,36.18,17,0,4.11,EG,1721676462
383,ad-damazin,11.7891,34.3592,23.71,85,100,3.23,SD,1721676463
384,tercan,39.7794,40.3925,18.3,64,0,1.89,TR,1721676464
385,nyrob,60.733,56.7202,10.61,70,33,0.84,RU,1721676465
386,ghadamis,30.1337,9.5007,38.99,8,0,3.2,LY,1721676466
387,remire-montjoly,4.9167,-52.2667,32.02,70,75,6.17,GF,1721676468
388,huilong,31.8111,121.655,26.94,86,66,7.56,CN,1721676306
389,ancud,-41.8697,-73.8203,10.35,82,100,1.6,CL,1721676470
390,tinajo,29.0788,-13.7081,22.49,68,20,7.2,ES,1721676471
391,jayapura,-2.5333,140.7,23.66,96,100,1.83,ID,1721676472
392,ghat,24.9647,10.1728,36.74,11,0,4.5,LY,1721676473
393,taoudenni,22.6783,-3.9836,36.59,24,31,11.92,ML,1721676474
394,holualoa,19.6228,-155.9522,25.48,77,75,3.09,US,1721676476
395,komsomolsk-on-amur,50.552,137.0152,15.16,85,78,6.23,RU,1721676477
396,hede,33.7681,120.2517,27.73,82,100,3.75,CN,1721676478
397,jiazi,22.8779,116.067,28.38,83,86,1.46,CN,1721676479
398,belmonte,-15.8631,-38.8828,24.69,58,1,3.76,BR,1721676480
399,trairi,-3.2778,-39.2689,27.82,64,7,5.77,BR,1721676312
400,kavaratti,10.5669,72.642,27.47,89,100,6.71,IN,1721676482
401,campo maior,-4.8278,-42.1686,37.0,22,15,2.18,BR,1721676484
402,galesong,-5.3166,119.3661,24.01,74,100,0.95,ID,1721676485
403,minas de marcona,-15.2119,-75.1103,17.28,52,0,6.55,PE,1721676486
404,santana,-0.0583,-51.1817,34.1,55,40,3.09,BR,1721676487
405,ouesso,1.6136,16.0517,24.84,66,78,0.19,CG,1721676488
406,chernyshevsk,52.5243,117.0174,17.35,67,100,2.35,RU,1721676489
407,pyrgos,37.6751,21.441,29.82,72,0,2.27,GR,1721676303
408,zindah jan,34.3426,61.7468,30.35,20,0,8.82,AF,1721676492
409,chavusy,53.8075,30.9712,16.82,88,77,2.94,BY,1721676494
410,espoo,60.25,24.6667,20.41,78,0,2.68,FI,1721676495
411,stornoway,58.2093,-6.3865,14.46,80,40,2.06,GB,1721676496
412,sao joao da barra,-21.6403,-41.0511,27.05,72,0,4.77,BR,1721676497
413,rio grande,-32.035,-52.0986,17.06,81,3,2.11,BR,1721676498
414,songling,31.1933,120.7176,27.23,82,92,3.89,CN,1721676499
415,bismarck,46.8083,-100.7837,29.92,52,40,2.57,US,1721676239
416,santa vitoria do palmar,-33.5189,-53.3681,17.47,83,38,2.86,BR,1721676502
417,guiglo,6.5456,-7.4966,24.74,81,87,1.26,CI,1721676503
418,griffith,41.5284,-87.4237,29.58,60,75,1.54,US,1721676504
419,meraux,29.933,-89.9498,33.34,64,75,4.12,US,1721676505
420,palu,-0.8917,119.8707,24.45,97,100,1.63,ID,1721676506
421,ban dung,17.699,103.2596,28.33,100,100,6.07,TH,1721676507
422,midvagur,62.0511,-7.1939,11.46,93,100,4.63,FO,1721676509
423,chibougamau,49.9168,-74.3659,15.79,55,100,1.54,CA,1721676510
424,tamanrasset,22.785,5.5228,32.95,24,40,3.6,DZ,1721676511
425,sotouboua,8.5667,0.9833,23.26,92,100,1.74,TG,1721676513
426,ebon,4.582,168.6964,28.53,77,100,5.06,MH,1721676514
427,chadan,51.2833,91.5833,14.59,69,10,1.47,RU,1721676516
428,tymovskoye,50.8456,142.655,12.55,99,100,2.46,RU,1721676517
429,malabar,-33.9667,151.25,9.88,81,0,3.6,AU,1721676518
430,santiago,-33.4569,-70.6483,20.69,35,0,2.57,CL,1721675920
431,yelizovo,53.1873,158.3805,14.08,100,100,3.0,RU,1721676520
432,lompoc,34.6391,-120.4579,31.08,47,1,4.54,US,1721676521
433,nar'yan-mar,67.6713,53.087,10.0,87,100,3.65,RU,1721676522
434,okha,53.5739,142.9478,11.11,98,100,6.79,RU,1721676524
435,uyuni,-20.4597,-66.825,10.32,28,2,4.99,BO,1721676526
436,tadine,-21.55,167.8833,18.89,71,98,3.85,NC,1721676527
437,grand falls-windsor,48.9332,-55.6649,23.06,54,86,7.44,CA,1721676528
438,cill airne,52.05,-9.5167,15.54,82,82,3.33,IE,1721676529
439,volodarskiy,46.4013,48.5409,25.97,53,10,4.48,RU,1721676530
440,cannonvale,-20.2833,148.7,17.66,80,100,5.94,AU,1721676532
441,bria,6.5423,21.9863,20.95,97,100,1.04,CF,1721676533
442,sinop,41.7711,34.8709,19.53,74,0,1.29,TR,1721676535
443,cooma,-36.2333,149.1333,1.29,95,6,0.97,AU,1721676536
444,zhengjiatun,43.5064,123.5064,23.09,97,100,2.84,CN,1721676538
445,romanovskaya,47.5426,42.0285,25.07,52,80,3.41,RU,1721676539
446,korla,41.7597,86.1469,25.99,39,5,4.8,CN,1721676540
447,galeana,24.8333,-100.0667,23.39,58,10,4.84,MX,1721676541
448,juan griego,11.0817,-63.9655,34.07,52,88,5.66,VE,1721676542
449,kirensk,57.7853,108.1119,19.47,95,100,1.84,RU,1721676543
450,puerto madero,14.7208,-92.4215,34.11,52,40,3.09,MX,1721676544
451,arkalyk,50.2486,66.9114,23.86,49,88,3.24,KZ,1721676546
452,lhokseumawe,5.1801,97.1507,26.97,82,66,1.72,ID,1721676547
453,newman,37.3138,-121.0208,36.67,13,0,1.34,US,1721676548
454,jiangyou,31.7667,104.7167,25.72,87,100,1.8,CN,1721676549
455,tyukhtet,56.5389,89.3011,15.66,97,100,1.74,RU,1721676550
456,ialibu,-6.2821,143.9935,14.96,100,100,0.44,PG,1721676551
457,boende,-0.2167,20.8667,23.84,84,74,1.84,CD,1721676552
458,kavieng,-2.5744,150.7967,26.76,84,100,6.25,PG,1721676554
459,bardai,11.65,7.2333,22.71,89,46,2.61,NG,1721676555
460,murgab,37.4966,61.9714,32.93,31,0,0.0,TM,1721676556
461,mount pearl,47.5166,-52.7813,23.19,50,40,10.8,CA,1721676557
462,scarborough,54.2797,-0.4044,19.81,77,3,1.79,GB,1721676558
463,timbuktu,16.7735,-3.0074,36.63,32,94,5.16,ML,1721676559
464,thurso,58.5927,-3.5259,14.14,86,91,2.06,GB,1721676560
465,dom pedrito,-30.9828,-54.6731,23.82,66,0,1.06,BR,1721676562
466,puerto deseado,-47.7503,-65.8938,12.65,64,100,7.31,AR,1721676563
467,farah,32.5,62.5,31.21,14,0,1.96,AF,1721676564
468,zouerate,22.7187,-12.4521,44.01,6,99,7.81,MR,1721676565
469,vangaindrano,-23.35,47.6,18.94,89,8,1.18,MG,1721676566
470,oranjemund,-28.55,16.4333,11.74,86,79,1.55,NA,1721676567
471,alotau,-10.3069,150.4462,22.85,97,100,1.48,PG,1721676569
472,bel ombre,-4.6167,55.4167,25.91,83,40,6.17,SC,1721676570
473,merizo village,13.2658,144.6691,27.85,91,100,5.33,GU,1721676571
474,al jawf,29.5,38.75,30.74,14,0,3.51,SA,1721676572
475,placido de castro,-10.3353,-67.1856,36.57,23,10,1.42,BR,1721676573
476,rumphi,-11.0186,33.8575,15.69,52,11,1.96,MW,1721676574
477,tolanaro,-25.0319,46.9987,22.04,83,40,4.12,MG,1721676576
478,biala podlaska,52.0324,23.1165,23.27,54,93,1.13,PL,1721676577
479,faya-largeau,17.9257,19.1043,39.2,13,61,3.91,TD,1721676578
480,nogliki,51.8333,143.1667,11.95,98,100,8.31,RU,1721676579
481,dzhalagash,45.0833,64.6667,28.09,27,100,3.34,KZ,1721676580
482,qarqaraly,49.4058,75.4742,17.11,63,64,1.25,KZ,1721676581
483,lukolela,-1.0605,17.1821,25.47,48,11,0.56,CD,1721676583
484,nanpiao,41.0982,120.7479,22.48,99,47,1.48,CN,1721676584
485,kalanaur,28.8333,76.4,32.68,58,7,3.42,IN,1721676585
486,sittwe,20.15,92.9,26.71,91,100,4.98,MM,1721676587
487,imbituba,-28.24,-48.6703,18.25,77,0,2.34,BR,1721676588
488,arauco,-37.2463,-73.3175,14.32,48,0,0.72,CL,1721676424
489,antalaha,-14.9003,50.2788,20.72,90,65,2.21,MG,1721676591
490,itacarambi,-15.1022,-44.0919,29.75,25,28,2.04,BR,1721676592
491,gadani,25.1185,66.7299,30.12,87,100,6.47,PK,1721676593
492,brisas de zicatela,15.8369,-97.0419,32.29,62,20,0.0,MX,1721676595
493,morrope,-6.5417,-80.0111,22.06,57,1,7.84,PE,1721676596
494,goure,13.9835,10.2704,32.06,43,83,4.1,NE,1721676597
495,kismayo,-0.3582,42.5454,24.54,84,21,7.15,SO,1721676598
496,mbandjok,4.45,11.9,21.65,90,98,1.68,CM,1721676599
497,tutoia,-2.7619,-42.2744,27.23,73,35,5.29,BR,1721676600
498,alofi,-19.0595,-169.9187,19.94,100,100,0.51,NU,1721676602
499,sydney,-33.8679,151.2073,9.66,80,0,3.6,AU,1721676433
500,long xuyen,10.3833,105.4167,24.97,93,100,3.41,VN,1721676604
501,dakhla,23.6848,-15.958,21.01,88,22,11.32,EH,1721676605
502,viedma,-40.8135,-62.9967,22.31,19,0,5.57,AR,1721676606
503,wewak,-3.5534,143.6268,26.45,86,96,2.62,PG,1721676607
504,solnechnyy,50.7214,136.6319,13.95,91,97,3.14,RU,1721676609
505,mpika,-11.8343,31.4529,14.46,41,3,1.1,ZM,1721676610
506,raja,8.4596,25.678,21.84,96,83,2.03,SS,1721676611
507,kayangel,8.0823,134.7173,24.99,90,100,0.42,PW,1721676612
508,amarpatan,24.3167,80.9833,31.13,65,100,0.85,IN,1721676613
509,buriti bravo,-5.8372,-43.8336,34.36,23,67,2.92,BR,1721676614
510,mersing,2.4312,103.8405,25.95,94,20,3.6,MY,1721676616
511,baidoa,3.1138,43.6498,23.11,73,87,7.61,SO,1721676617
512,taroa,8.7058,171.2275,28.42,77,33,7.36,MH,1721676618
513,laojunmiao,39.8333,97.7333,20.22,45,86,4.91,CN,1721676619
514,verkhnevilyuysk,63.4453,120.3167,13.7,86,80,3.9,RU,1721676620
515,patterson,37.4716,-121.1297,34.3,12,0,2.43,US,1721676621
516,praia da vitoria,38.7333,-27.0667,25.14,69,40,1.53,PT,1721676622
517,kasongo-lunda,-6.4667,16.8167,25.41,41,8,0.69,CD,1721676624
518,zalari,53.5584,102.5065,16.74,96,100,3.99,RU,1721676626
519,novodvinsk,64.4165,40.8122,14.86,58,9,1.58,RU,1721676627
520,vernon,50.2581,-119.2691,28.74,44,91,0.51,CA,1721676363
521,mikhaylovskoye,51.8239,79.7172,18.49,73,12,0.85,RU,1721676630
522,ivanava,52.1451,25.5365,20.29,71,100,1.93,BY,1721676631
523,mostaganem,35.9311,0.0892,26.07,64,0,3.91,DZ,1721676632
524,hobyo,5.3505,48.5268,24.47,87,87,13.05,SO,1721676634
525,tazacorte,28.629,-17.9293,24.53,85,40,6.17,ES,1721676635
526,okahandja,-21.9833,16.9167,15.59,18,0,2.3,NA,1721676637
527,naze,28.3667,129.4833,28.51,76,20,6.64,JP,1721676638
528,vallenar,-28.5708,-70.7581,16.44,33,2,4.08,CL,1721676639
529,oruro,-17.9833,-67.15,17.27,25,20,6.17,BO,1721676473
530,shohimardon,39.9839,71.8028,24.43,50,0,0.77,UZ,1721676641
531,fujin,47.26,132.0322,19.85,83,100,2.17,CN,1721676411
532,east ballina,-28.8667,153.5833,7.67,90,9,3.87,AU,1721676643
533,ust'-ilimsk,58.0006,102.6619,18.92,83,99,1.48,RU,1721676645
534,farrukhnagar,17.0778,78.2011,23.84,88,100,9.48,IN,1721676646
535,donetsk,48.0,37.8,24.61,49,96,0.89,UA,1721676604
536,bada,51.392,109.8717,18.84,73,100,0.6,RU,1721676648
537,campobello di mazara,37.6358,12.7443,25.47,80,0,6.9,IT,1721676649
538,tevriz,57.509,72.4042,13.02,86,92,1.97,RU,1721676650
539,pudasjarvi,65.3833,26.9167,16.67,61,97,1.98,FI,1721676652
540,manavalakurichi,8.1333,77.3,25.47,99,100,4.97,IN,1721676654
541,harriman,35.934,-84.5524,30.69,70,100,2.22,US,1721676383
542,whakatane,-37.9585,176.9854,6.4,99,19,1.34,NZ,1721676656
543,pekan,3.4836,103.3996,26.06,93,92,1.85,MY,1721676657
544,dzuunmod,48.2199,97.3744,8.07,80,4,1.58,MN,1721676658
545,souillac,-20.5167,57.5167,20.21,83,20,1.54,MU,1721676660
546,mostar,43.3433,17.8081,27.9,47,0,0.51,BA,1721676661
547,tommot,58.9564,126.2925,14.76,88,0,1.07,RU,1721676662
548,diplo,24.4667,69.584,30.27,71,100,6.12,PK,1721676663
549,yashkul',46.1711,45.3435,28.24,40,1,5.25,RU,1721676664
550,preobrazheniye,42.9019,133.9064,21.18,100,100,0.98,RU,1721676665
551,bahia de caraquez,-0.6,-80.4167,28.1,75,79,5.03,EC,1721676666
552,mazatlan,23.2167,-106.4167,33.98,65,20,3.09,MX,1721676423
553,arenal,8.4593,-73.9433,36.21,40,76,1.54,CO,1721676669
554,greenville,35.6127,-77.3663,27.01,100,100,3.09,US,1721676670
555,takoradi,4.8845,-1.7554,23.72,88,97,3.83,GH,1721676671
556,bonthe,7.5264,-12.505,24.92,86,98,5.63,SL,1721676672
557,colonia,50.9333,6.95,23.23,62,0,3.6,DE,1721676673
558,muisne,0.6,-80.0333,24.97,82,98,4.88,EC,1721676675
559,bouarfa,32.53,-1.95,35.19,13,100,3.1,MA,1721676676
560,port moresby,-9.4431,147.1797,23.68,88,75,5.14,PG,1721676677
561,kimbe,-5.5502,150.1429,25.58,88,75,3.42,PG,1721676678
562,djebeniana,35.035,10.9081,28.89,50,0,7.51,TN,1721676679
563,yaren,-0.5472,166.916,28.61,75,100,6.33,NR,1721676680
564,alice springs,-23.7,133.8833,0.75,80,0,3.09,AU,1721676681
565,ust'-uda,54.1742,103.0304,17.96,99,100,1.74,RU,1721676684
566,pechora,65.1472,57.2244,12.69,66,100,1.22,RU,1721676685
567,santa cruz,-17.8,-63.1667,25.7,47,0,4.12,BO,1721676441
568,ustka,54.5805,16.8619,19.25,94,98,7.57,PL,1721676687
569,forster,-32.1667,152.5167,8.86,79,0,2.35,AU,1721676688
570,sao paulo de olivenca,-3.3783,-68.8725,32.32,45,47,1.27,BR,1721676689
571,gorom-gorom,14.4439,-0.2361,32.42,47,86,5.4,BF,1721676691
572,arkhara,49.4212,130.0842,16.81,94,0,1.14,RU,1721676692
573,i-n-salah,27.1935,2.4607,39.92,7,0,5.42,DZ,1721676693
574,acoyapa,11.9703,-85.1711,29.05,75,91,6.99,NI,1721676694
575,biltine,14.5333,20.9167,28.88,60,81,4.61,TD,1721676695
576,kiunga,-6.1219,141.2906,22.67,99,100,1.32,PG,1721676696
577,kashgar,39.4547,75.9797,28.56,26,0,5.0,CN,1721676698
578,lensk,60.7253,114.9278,17.67,94,9,1.69,RU,1721676699
579,lethem,3.3803,-59.7968,28.75,77,62,0.98,GY,1721676700
580,salaqi,40.5414,110.5108,25.79,27,0,3.1,CN,1721676701
581,tofol,5.3248,163.0078,28.58,76,62,4.75,FM,1721676702
582,traralgon,-38.1833,146.5333,8.55,92,100,0.55,AU,1721676704
583,mukalla,14.5425,49.1242,29.36,69,97,3.48,YE,1721676705
584,labasa,-16.4167,179.3833,24.83,75,25,3.52,FJ,1721676706
585,vilhena,-12.7406,-60.1458,31.12,22,0,2.57,BR,1721676707
